Marca temporal,Nombre del observador,Sector en el que realizo la observación,Turno,Personal al que observo,Momento que observa,Accion que realizo,Momento que observa2 ,Acción que realizo2 
26/11/2025 1:26:23,Antoniazzi Gabriela ,5to piso,Noche B,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Lavado con agua y jabón (solo en guardia)
26/11/2025 1:27:07,Antoniazzi Gabriela ,5to piso,Noche B,Tec.Laboratorio,Antes de realizar técnica Aseptica,Ninguna,Despues de tocar fluidos,Ninguna
4/11/2025 12:41:49,Carlos Flores ,5to piso,SADOFE,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,Antes de rrealizar técnica Aseptica.,Higiene con solución alcoholica
4/11/2025 12:42:29,Carlos Flores ,5to piso,SADOFE,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,,Ninguna
4/11/2025 12:43:02,Carlos Flores ,5to piso,SADOFE,Medico Cirujano (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:28:39,Carlos Flores ,5to piso,SADOFE,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:29:15,Carlos Flores ,5to piso,SADOFE,Residente de Clinica,Antes de realizar técnica Aseptica,Ninguna,,
26/11/2025 9:29:51,Carlos Flores ,5to piso,SADOFE,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:31:58,Carlos Flores ,5to piso,SADOFE,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:32:35,Carlos Flores ,5to piso,SADOFE,Medico Clinico,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,,
26/11/2025 9:33:04,Carlos Flores ,5to piso,SADOFE,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:33:32,Carlos Flores ,5to piso,SADOFE,Tec. Hemoterapia,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:33:58,Carlos Flores ,5to piso,SADOFE,Tec.Laboratorio,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:34:29,Carlos Flores ,5to piso,SADOFE,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:35:46,Carlos Flores ,5to piso,SADOFE,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:36:12,Carlos Flores ,5to piso,SADOFE,Residente de Clinica,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,,
26/11/2025 9:36:45,Carlos Flores ,5to piso,SADOFE,Medico de UTI adultos,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:37:13,Carlos Flores ,5to piso,SADOFE,Medico de UTI adultos,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,,
26/11/2025 9:37:40,Carlos Flores ,5to piso,SADOFE,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:38:01,Carlos Flores ,5to piso,SADOFE,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:38:30,Carlos Flores ,5to piso,SADOFE,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:38:55,Carlos Flores ,5to piso,SADOFE,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:39:20,Carlos Flores ,5to piso,SADOFE,Kinesiologo,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:40:25,Carlos Flores ,5to piso,SADOFE,Medico de UTI adultos,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:40:50,Carlos Flores ,5to piso,SADOFE,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:41:14,Carlos Flores ,5to piso,SADOFE,Medico Infectologo (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:41:37,Carlos Flores ,5to piso,SADOFE,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:41:59,Carlos Flores ,5to piso,SADOFE,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:42:24,Carlos Flores ,5to piso,SADOFE,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:42:51,Carlos Flores ,5to piso,SADOFE,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:43:17,Carlos Flores ,5to piso,SADOFE,Enfermeria,Antes de realizar técnica Aseptica,Ninguna,,
26/11/2025 9:43:49,Carlos Flores ,5to piso,SADOFE,Medico Infectologo (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:44:11,Carlos Flores ,5to piso,SADOFE,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:44:57,Carlos Flores ,5to piso,SADOFE,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:45:19,Carlos Flores ,5to piso,SADOFE,Medico de UTI adultos,Antes de tocar al paciente,Ninguna,,
26/11/2025 9:45:40,Carlos Flores ,5to piso,SADOFE,Medico de UTI adultos,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:46:00,Carlos Flores ,5to piso,SADOFE,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:46:26,Carlos Flores ,5to piso,SADOFE,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:46:51,Carlos Flores ,5to piso,SADOFE,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:47:12,Carlos Flores ,5to piso,SADOFE,Medico Infectologo (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:47:33,Carlos Flores ,5to piso,SADOFE,Mucama,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:47:53,Carlos Flores ,5to piso,SADOFE,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,,
26/11/2025 9:48:17,Carlos Flores ,5to piso,SADOFE,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:12:15,Carlos Flores ,5to piso,SADOFE,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:12:41,Carlos Flores ,5to piso,SADOFE,Medico de UTI adultos,Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:13:04,Carlos Flores ,5to piso,SADOFE,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:13:31,Carlos Flores ,5to piso,SADOFE,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:17:47,Carlos Flores ,5to piso,SADOFE,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:18:20,Carlos Flores ,5to piso,SADOFE,Enfermeria,Antes de tocar al paciente,Ninguna,,
1/12/2025 10:18:48,Carlos Flores ,5to piso,SADOFE,Tec. Hemoterapia,Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:19:13,Carlos Flores ,5to piso,SADOFE,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:19:46,Carlos Flores ,5to piso,SADOFE,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:21:32,Carlos Flores ,5to piso,SADOFE,Kinesiologo,Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:22:02,Carlos Flores ,5to piso,SADOFE,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:22:40,Carlos Flores ,5to piso,SADOFE,Nutricionista,Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:23:06,Carlos Flores ,5to piso,SADOFE,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:23:58,Carlos Flores ,5to piso,SADOFE,Nutricionista,Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:26:36,Carlos Flores ,5to piso,SADOFE,Medico Clinico,Antes de tocar al paciente,Ninguna,,
1/12/2025 10:27:15,Carlos Flores ,5to piso,SADOFE,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:27:52,Carlos Flores ,5to piso,SADOFE,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:28:19,Carlos Flores ,5to piso,SADOFE,Medico Clinico,Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:29:01,Carlos Flores ,5to piso,SADOFE,Tec. Hemoterapia,Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:29:27,Carlos Flores ,5to piso,SADOFE,Medico Traumatologo (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:29:51,Carlos Flores ,5to piso,SADOFE,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:30:23,Carlos Flores ,5to piso,SADOFE,Camillero,Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:30:56,Carlos Flores ,5to piso,SADOFE,Camillero,Antes de tocar al paciente,Higiene con solución alcoholica,,
1/12/2025 10:31:26,Carlos Flores ,5to piso,SADOFE,Camillero,Después de tocar fluidos,Higiene con solución alcoholica,,
5/11/2025 2:04:47,Carolina gonzalez ,UTI ADULTO,Noche A,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
5/11/2025 2:05:08,Carolina gonzalez ,UTI ADULTO,Noche A,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
5/11/2025 2:05:32,Carolina gonzalez ,UTI ADULTO,Noche A,Medico de UTI adultos,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
5/11/2025 2:06:03,Carolina gonzalez ,UTI ADULTO,Noche A,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
5/11/2025 2:06:44,Carolina gonzalez ,UTI ADULTO,Noche A,Imagenes (ecografista y RX),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
10/11/2025 22:55:54,Carolina gonzalez ,UTI ADULTO,Noche A,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
10/11/2025 22:56:16,Carolina gonzalez ,UTI ADULTO,Noche A,Medico de UTI adultos,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
10/11/2025 22:56:40,Carolina gonzalez ,UTI ADULTO,Noche A,Residente de Clinica,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
10/11/2025 22:57:03,Carolina gonzalez ,UTI ADULTO,Noche A,Medico Cirujano (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
10/11/2025 22:57:23,Carolina gonzalez ,UTI ADULTO,Noche A,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
10/11/2025 22:57:49,Carolina gonzalez ,UTI ADULTO,Noche A,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
11/11/2025 6:10:12,Carolina gonzalez ,UTI ADULTO,Noche A,Mucama,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
11/11/2025 6:10:39,Carolina gonzalez ,UTI ADULTO,Noche A,Medico Cirujano (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
11/11/2025 6:11:14,Carolina gonzalez ,UTI ADULTO,Noche A,Tec.Laboratorio,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
12/11/2025 20:40:29,Carolina gonzalez ,UTI ADULTO,Noche A,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
12/11/2025 20:40:52,Carolina gonzalez ,UTI ADULTO,Noche A,Medico de UTI adultos,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
12/11/2025 20:41:22,Carolina gonzalez ,UTI ADULTO,Noche A,Mucama,Después de tocar fluidos,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
12/11/2025 20:41:47,Carolina gonzalez ,UTI ADULTO,Noche A,Aux. de alimentación,Despues de tocar entorno,Higiene con solución alcoholica,,
12/11/2025 20:42:27,Carolina gonzalez ,UTI ADULTO,Noche A,Kinesiologo,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
19/11/2025 2:17:41,Carolina gonzalez ,UTI ADULTO,Noche A,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
19/11/2025 2:18:01,Carolina gonzalez ,UTI ADULTO,Noche A,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
19/11/2025 2:18:29,Carolina gonzalez ,UTI ADULTO,Noche A,Aux. de alimentación,Despues de tocar entorno,Higiene con solución alcoholica,,
19/11/2025 2:19:00,Carolina gonzalez ,UTI ADULTO,Noche A,Medico de UTI adultos,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
19/11/2025 2:19:24,Carolina gonzalez ,UTI ADULTO,Noche A,Camillero,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
19/11/2025 2:25:55,Carolina gonzalez ,UTI ADULTO,Noche A,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
19/11/2025 2:26:17,Carolina gonzalez ,UTI ADULTO,Noche A,Medico Urologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
19/11/2025 2:26:42,Carolina gonzalez ,UTI ADULTO,Noche A,Mucama,Despues de tocar entorno,Higiene con solución alcoholica,,
21/11/2025 5:23:53,Carolina gonzalez ,UTI ADULTO,Noche A,Medico Cirujano (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
21/11/2025 5:24:13,Carolina gonzalez ,UTI ADULTO,Noche A,Medico Cirujano (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
21/11/2025 5:24:36,Carolina gonzalez ,UTI ADULTO,Noche A,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
21/11/2025 5:24:59,Carolina gonzalez ,UTI ADULTO,Noche A,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
21/11/2025 5:25:21,Carolina gonzalez ,UTI ADULTO,Noche A,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
21/11/2025 5:25:40,Carolina gonzalez ,UTI ADULTO,Noche A,Medico de UTI adultos,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
21/11/2025 5:26:20,Carolina gonzalez ,UTI ADULTO,Noche A,Mucama,Despues de tocar entorno,Higiene con solución alcoholica,,
21/11/2025 5:26:50,Carolina gonzalez ,UTI ADULTO,Noche A,Imagenes (ecografista y RX),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
21/11/2025 5:27:17,Carolina gonzalez ,UTI ADULTO,Noche A,Camillero,Despues de tocar al paciente,Higiene con solución alcoholica,,
27/11/2025 0:29:59,Carolina gonzalez ,UTI ADULTO,Noche A,Medico Urologo (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
27/11/2025 0:30:22,Carolina gonzalez ,UTI ADULTO,Noche A,Medico Urologo (Staff y Residente),Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
27/11/2025 0:30:42,Carolina gonzalez ,UTI ADULTO,Noche A,Medico de UTI adultos,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
27/11/2025 0:31:10,Carolina gonzalez ,UTI ADULTO,Noche A,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
27/11/2025 0:31:35,Carolina gonzalez ,UTI ADULTO,Noche A,Camillero,Despues de tocar al paciente,Higiene con solución alcoholica,Despues de tocar entorno.,Higiene con solución alcoholica
2/12/2025 21:40:54,Carolina gonzalez ,UTI ADULTO,Noche A,Medico de UTI adultos,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
2/12/2025 21:41:15,Carolina gonzalez ,UTI ADULTO,Noche A,Aux. de alimentación,Despues de tocar entorno,Higiene con solución alcoholica,,
2/12/2025 21:41:40,Carolina gonzalez ,UTI ADULTO,Noche A,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
2/12/2025 21:42:01,Carolina gonzalez ,UTI ADULTO,Noche A,Enfermeria,Antes de realizar técnica Aseptica,Higiene con solución alcoholica,Despues de tocar fluidos,Higiene con solución alcoholica
2/12/2025 21:42:23,Carolina gonzalez ,UTI ADULTO,Noche A,Residente de Clinica,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
3/12/2025 6:42:21,Carolina gonzalez ,UTI ADULTO,Noche A,Medico Cirujano (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Ninguna
3/12/2025 6:42:44,Carolina gonzalez ,UTI ADULTO,Noche A,Tec.Laboratorio,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Higiene con solución alcoholica
3/12/2025 6:43:02,Carolina gonzalez ,UTI ADULTO,Noche A,Medico Cirujano (Staff y Residente),Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Higiene con solución alcoholica
4/12/2025 16:16:09,Castillo Vanina,GUARDIA,Tarde,Medico Clinico,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
4/12/2025 16:16:39,Castillo Vanina,GUARDIA,Tarde,Medico Clinico,Antes de tocar al paciente,Ninguna,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
5/12/2025 21:07:48,Castillo vanina,GUARDIA,Tarde,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,,
5/12/2025 21:11:27,Castillo vanina,GUARDIA,Tarde,Enfermeria,Antes de tocar al paciente,Higiene con solución alcoholica,Despues de tocar al paciente,Lavado con agua y jabón (solo en guardia)
